shipment_id,ship_date,region,transport_mode,distance_km,shipment_volume_kg,delivery_time_hours,sla_hours,on_time,transport_cost_usd,customer_satisfaction,month,cost_per_kg
SHP01337,2025-07-26,Central,Road,89.5,162.2,13.6,24,True,87.03,5.0,2025-07,0.537
SHP01338,2025-10-05,East,Sea,286.2,428.2,35.94,50,True,90.42,3.71,2025-10,0.211
SHP01339,2025-08-14,Central,Air,1465.0,2272.8,12.14,14,True,6487.35,3.82,2025-08,2.854
SHP01340,2025-07-03,South,Road,450.3,1196.8,26.84,24,False,412.57,3.71,2025-07,0.345
SHP01341,2025-01-17,West,Air,1021.9,943.7,14.91,14,False,3817.42,3.29,2025-01,4.045
SHP01342,2025-08-21,East,Sea,488.9,1737.2,26.41,50,True,165.9,5.0,2025-08,0.095
SHP01343,2025-02-07,South,Air,3503.7,278.4,10.09,14,True,13624.21,3.38,2025-02,48.938
SHP01344,2025-03-30,North,Rail,840.8,333.1,31.91,30,False,453.75,4.75,2025-03,1.362
SHP01345,2025-10-23,East,Sea,515.0,246.4,31.51,50,True,143.38,5.0,2025-10,0.582
SHP01346,2025-02-03,North,Road,506.6,235.2,19.9,24,True,487.24,4.4,2025-02,2.072
SHP01347,2025-04-14,West,Road,450.5,722.9,26.55,24,False,466.49,3.85,2025-04,0.645
SHP01348,2025-07-11,West,Road,362.9,178.8,20.55,24,True,392.35,4.42,2025-07,2.194
SHP01349,2025-09-27,North,Road,914.6,278.1,21.64,24,True,876.92,3.82,2025-09,3.153
SHP01350,2025-01-15,East,Road,165.6,195.4,20.65,24,True,155.05,3.91,2025-01,0.794
SHP01351,2025-08-30,Central,Sea,173.3,185.2,32.55,50,True,46.6,4.64,2025-08,0.252
SHP01352,2025-06-21,Central,Road,182.2,1452.2,20.42,24,True,192.13,4.34,2025-06,0.132
SHP01353,2025-02-16,Central,Sea,301.3,1241.2,44.6,50,True,112.91,3.59,2025-02,0.091
SHP01354,2025-04-21,South,Air,2853.5,267.0,10.25,14,True,11301.21,4.24,2025-04,42.327
SHP01355,2025-02-03,West,Road,182.0,819.2,17.3,24,True,201.36,4.1,2025-02,0.246
SHP01356,2025-04-03,Central,Road,238.5,182.1,20.03,24,True,192.34,4.46,2025-04,1.056
SHP01357,2025-03-16,Central,Rail,760.7,178.2,22.17,30,True,454.86,4.27,2025-03,2.553
SHP01358,2025-02-27,East,Road,292.5,160.7,12.4,24,True,282.62,4.45,2025-02,1.759
SHP01359,2025-09-09,East,Road,577.0,416.8,17.59,24,True,470.2,4.33,2025-09,1.128
SHP01360,2025-02-10,East,Road,422.5,318.3,21.19,24,True,400.3,4.04,2025-02,1.258
SHP01361,2025-07-28,West,Road,221.0,660.4,22.06,24,True,229.02,4.25,2025-07,0.347
SHP01362,2025-06-11,North,Rail,575.7,247.3,22.95,30,True,300.55,4.58,2025-06,1.215
SHP01363,2025-12-06,East,Air,1731.5,205.8,13.66,14,True,7447.17,3.54,2025-12,36.186
SHP01364,2025-10-09,South,Rail,796.3,1588.0,34.38,30,False,435.33,3.41,2025-10,0.274
SHP01365,2025-02-22,West,Sea,721.2,1188.1,65.56,50,False,240.52,2.93,2025-02,0.202
SHP01366,2025-04-06,North,Road,562.4,243.6,20.91,24,True,520.44,3.92,2025-04,2.136
SHP01367,2025-05-18,East,Road,287.5,639.4,24.37,24,False,298.81,4.66,2025-05,0.467
SHP01368,2025-08-04,Central,Road,413.3,165.7,13.58,24,True,427.78,3.68,2025-08,2.582
SHP01369,2025-03-12,South,Sea,563.0,295.0,35.62,50,True,148.19,4.4,2025-03,0.502
SHP01370,2025-05-23,East,Road,546.9,3324.5,28.76,24,False,590.71,3.76,2025-05,0.178
SHP01371,2025-06-09,Central,Rail,1179.2,816.7,35.81,30,False,639.13,5.0,2025-06,0.783
SHP01372,2025-02-03,North,Sea,951.3,123.2,31.85,50,True,233.64,4.12,2025-02,1.896
SHP01373,2025-02-13,North,Road,581.7,385.1,15.35,24,True,502.05,4.53,2025-02,1.304
SHP01374,2025-10-17,South,Road,421.3,3354.6,22.86,24,True,559.75,3.87,2025-10,0.167
SHP01375,2025-04-29,Central,Air,2340.8,294.5,6.31,14,True,9622.09,4.23,2025-04,32.673
SHP01376,2025-02-09,South,Road,639.1,223.2,28.9,24,False,632.28,1.92,2025-02,2.833
SHP01377,2025-07-15,South,Sea,991.2,524.4,77.87,50,False,244.3,2.24,2025-07,0.466
SHP01378,2025-11-13,North,Road,524.3,162.8,17.09,24,True,588.52,4.59,2025-11,3.615
SHP01379,2025-01-11,West,Road,385.1,760.4,18.46,24,True,408.37,4.31,2025-01,0.537
SHP01380,2025-12-06,West,Road,476.4,74.4,27.51,24,False,456.53,3.77,2025-12,6.136
SHP01381,2025-03-28,South,Road,540.4,512.7,21.05,24,True,484.77,5.0,2025-03,0.946
SHP01382,2025-07-31,East,Rail,537.8,166.2,11.14,30,True,299.51,5.0,2025-07,1.802
SHP01383,2025-09-12,West,Rail,863.3,516.3,25.3,30,True,471.76,3.58,2025-09,0.914
SHP01384,2025-12-10,Central,Road,565.3,160.5,31.81,24,False,522.01,3.03,2025-12,3.252
SHP01385,2025-10-15,North,Sea,479.4,372.9,27.0,50,True,120.84,4.75,2025-10,0.324
SHP01386,2025-10-10,West,Road,613.9,410.5,13.1,24,True,615.02,5.0,2025-10,1.498
SHP01387,2025-12-18,South,Road,611.1,821.6,20.46,24,True,576.05,4.58,2025-12,0.701
SHP01388,2025-05-27,East,Road,277.5,105.9,12.49,24,True,276.74,4.88,2025-05,2.613
SHP01389,2025-05-03,Central,Rail,850.0,161.1,27.78,30,True,439.8,3.32,2025-05,2.73
SHP01390,2025-03-27,North,Road,216.4,330.4,26.53,24,False,217.26,4.39,2025-03,0.658
SHP01391,2025-09-16,East,Air,6754.1,233.6,19.0,14,False,27225.93,2.28,2025-09,116.549
SHP01392,2025-12-29,South,Road,331.0,303.0,20.98,24,True,312.22,4.83,2025-12,1.03
SHP01393,2025-01-30,West,Air,3726.0,146.4,15.28,14,False,14629.81,4.28,2025-01,99.93
SHP01394,2025-07-01,South,Rail,468.5,311.2,17.19,30,True,252.33,5.0,2025-07,0.811
SHP01395,2025-05-31,North,Sea,782.1,843.0,31.73,50,True,245.64,4.62,2025-05,0.291
SHP01396,2025-10-29,North,Road,687.1,564.2,21.12,24,True,697.11,3.36,2025-10,1.236
SHP01397,2025-10-10,Central,Air,1521.6,170.5,8.11,14,True,5521.92,4.37,2025-10,32.387
SHP01398,2025-12-18,Central,Road,51.5,335.7,8.28,24,True,58.31,4.76,2025-12,0.174
SHP01399,2025-07-17,South,Road,440.2,733.8,30.12,24,False,408.12,4.12,2025-07,0.556
SHP01400,2025-05-18,West,Road,809.6,399.5,32.63,24,False,791.94,3.2,2025-05,1.982
SHP01401,2025-12-23,Central,Sea,527.3,56.4,20.38,50,True,121.83,4.36,2025-12,2.16
SHP01402,2025-09-22,North,Air,1387.7,220.9,11.19,14,True,6741.57,3.92,2025-09,30.519
SHP01403,2025-10-31,West,Road,1307.1,81.7,28.32,24,False,1190.03,3.64,2025-10,14.566
SHP01404,2025-09-14,East,Road,685.3,661.0,19.01,24,True,668.61,4.29,2025-09,1.012
SHP01405,2025-07-13,South,Road,653.2,182.6,19.82,24,True,565.54,4.62,2025-07,3.097
SHP01406,2025-12-08,West,Road,273.6,806.9,12.75,24,True,278.57,4.45,2025-12,0.345
SHP01407,2025-03-30,North,Road,208.0,387.9,13.34,24,True,249.53,4.45,2025-03,0.643
SHP01408,2025-07-08,North,Road,121.6,163.5,16.33,24,True,120.75,4.93,2025-07,0.739
SHP01409,2025-04-08,North,Road,177.9,178.9,20.19,24,True,155.81,4.13,2025-04,0.871
SHP01410,2025-04-30,South,Sea,1371.0,804.7,95.05,50,False,362.28,1.9,2025-04,0.45
SHP01411,2025-03-13,North,Road,347.0,528.7,13.06,24,True,330.58,4.85,2025-03,0.625
SHP01412,2025-06-17,South,Road,404.5,278.4,13.77,24,True,350.09,4.68,2025-06,1.258
SHP01413,2025-04-02,South,Sea,622.6,305.9,31.07,50,True,165.71,4.79,2025-04,0.542
SHP01414,2025-09-29,West,Road,338.2,540.0,15.22,24,True,339.73,4.95,2025-09,0.629
SHP01415,2025-06-07,Central,Sea,690.9,445.8,23.01,50,True,222.42,4.73,2025-06,0.499
SHP01416,2025-06-11,Central,Sea,695.3,1630.7,41.02,50,True,222.02,3.88,2025-06,0.136
SHP01417,2025-05-06,North,Road,217.2,789.3,25.14,24,False,242.12,4.24,2025-05,0.307
SHP01418,2025-12-06,West,Road,214.9,744.8,25.52,24,False,238.53,3.74,2025-12,0.32
SHP01419,2025-05-14,West,Rail,1484.5,289.5,39.62,30,False,764.98,3.02,2025-05,2.642
SHP01420,2025-10-07,South,Road,864.5,3884.0,21.88,24,True,939.97,4.0,2025-10,0.242
SHP01421,2025-08-01,Central,Rail,625.5,167.8,18.72,30,True,326.28,4.24,2025-08,1.944
SHP01422,2025-03-09,West,Rail,636.0,432.4,19.3,30,True,395.69,4.5,2025-03,0.915
SHP01423,2025-08-03,North,Sea,448.9,1094.5,27.26,50,True,136.93,4.43,2025-08,0.125
SHP01424,2025-04-01,Central,Rail,285.8,1430.7,14.01,30,True,191.9,4.98,2025-04,0.134
SHP01425,2025-03-25,Central,Road,415.4,281.5,17.82,24,True,406.02,5.0,2025-03,1.442
SHP01426,2025-10-20,East,Road,1082.0,190.3,25.3,24,False,951.98,3.82,2025-10,5.003
SHP01427,2025-10-08,East,Road,237.3,1299.7,7.38,24,True,244.15,5.0,2025-10,0.188
SHP01428,2025-06-02,North,Sea,495.6,185.0,61.99,50,False,160.13,3.95,2025-06,0.866
SHP01429,2025-03-16,West,Sea,726.6,1002.7,50.17,50,False,211.43,3.31,2025-03,0.211
SHP01430,2025-08-19,Central,Sea,311.9,438.5,43.41,50,True,100.76,4.0,2025-08,0.23
SHP01431,2025-01-01,East,Road,483.0,299.7,12.67,24,True,428.4,4.28,2025-01,1.429
SHP01432,2025-08-06,Central,Road,293.3,41.1,13.12,24,True,271.46,4.36,2025-08,6.605
SHP01433,2025-06-10,North,Road,761.0,574.2,25.47,24,False,637.76,3.55,2025-06,1.111
SHP01434,2025-06-15,West,Road,179.5,68.2,7.89,24,True,162.72,5.0,2025-06,2.386
SHP01435,2025-08-11,South,Road,627.8,271.9,31.74,24,False,553.24,2.66,2025-08,2.035
SHP01436,2025-10-10,North,Rail,758.4,1073.0,13.36,30,True,499.72,4.47,2025-10,0.466
SHP01437,2025-01-25,East,Rail,568.0,1356.4,26.85,30,True,378.67,3.95,2025-01,0.279
SHP01438,2025-09-11,East,Road,255.2,234.3,9.72,24,True,218.94,4.59,2025-09,0.934
SHP01439,2025-12-13,Central,Road,487.7,531.5,16.25,24,True,395.76,3.56,2025-12,0.745
SHP01440,2025-03-01,West,Road,355.2,365.0,13.81,24,True,302.76,5.0,2025-03,0.829
SHP01441,2025-10-31,South,Road,512.9,86.6,18.78,24,True,481.22,3.76,2025-10,5.557
SHP01442,2025-07-03,North,Road,290.8,1426.0,12.2,24,True,310.15,4.49,2025-07,0.217
SHP01443,2025-12-11,South,Road,142.5,207.8,26.27,24,False,135.29,4.1,2025-12,0.651
SHP01444,2025-02-04,Central,Road,91.0,577.2,7.22,24,True,95.33,5.0,2025-02,0.165
SHP01445,2025-08-26,South,Road,237.5,339.1,11.88,24,True,214.42,4.57,2025-08,0.632
SHP01446,2025-11-11,West,Road,758.4,522.4,14.78,24,True,767.08,4.5,2025-11,1.468
SHP01447,2025-12-16,Central,Rail,234.7,1727.9,28.76,30,True,200.52,3.26,2025-12,0.116
SHP01448,2025-06-27,Central,Sea,238.1,162.0,40.19,50,True,58.74,3.75,2025-06,0.363
SHP01449,2025-03-28,Central,Road,590.2,2312.6,19.42,24,True,623.38,4.03,2025-03,0.27
SHP01450,2025-03-25,North,Sea,441.2,261.0,52.13,50,False,125.08,2.98,2025-03,0.479
SHP01451,2025-12-31,West,Rail,1301.4,196.8,31.02,30,False,693.46,3.26,2025-12,3.524
SHP01452,2025-04-23,South,Sea,679.1,600.1,35.23,50,True,184.9,2.63,2025-04,0.308
SHP01453,2025-03-21,North,Road,246.6,298.9,13.66,24,True,216.03,4.57,2025-03,0.723
SHP01454,2025-08-18,North,Road,171.4,140.6,14.8,24,True,148.65,4.09,2025-08,1.057
SHP01455,2025-01-12,South,Rail,572.4,1019.2,28.32,30,True,311.73,3.23,2025-01,0.306
SHP01456,2025-07-09,East,Air,4311.0,183.5,9.64,14,True,18554.81,4.3,2025-07,101.116
SHP01457,2025-07-05,East,Road,1096.7,692.3,26.03,24,False,977.62,3.58,2025-07,1.412
SHP01458,2025-12-29,Central,Road,433.9,625.5,29.02,24,False,439.33,4.26,2025-12,0.702
SHP01459,2025-03-20,West,Rail,555.0,357.1,29.16,30,True,338.89,3.82,2025-03,0.949
SHP01460,2025-06-12,East,Road,595.3,519.0,13.29,24,True,526.3,5.0,2025-06,1.014
SHP01461,2025-10-26,West,Road,612.1,1759.6,15.36,24,True,574.27,4.07,2025-10,0.326
SHP01462,2025-04-26,West,Road,365.5,688.1,22.15,24,True,322.84,3.56,2025-04,0.469
SHP01463,2025-01-29,West,Sea,1250.6,388.6,51.54,50,False,294.78,3.72,2025-01,0.759
SHP01464,2025-10-12,North,Road,259.2,185.3,14.21,24,True,233.49,5.0,2025-10,1.26
SHP01465,2025-01-07,South,Sea,601.1,461.7,41.17,50,True,130.86,4.01,2025-01,0.283
SHP01466,2025-12-30,West,Road,434.0,455.5,14.93,24,True,415.99,4.24,2025-12,0.913
SHP01467,2025-06-07,North,Sea,452.7,778.6,36.82,50,True,132.07,4.42,2025-06,0.17
SHP01468,2025-05-30,East,Road,459.0,1874.0,21.47,24,True,443.2,4.3,2025-05,0.236
SHP01469,2025-09-05,North,Rail,1005.6,1292.7,21.17,30,True,558.02,3.31,2025-09,0.432
SHP01470,2025-02-08,West,Air,4437.6,449.1,13.41,14,True,18734.25,3.72,2025-02,41.715
SHP01471,2025-04-17,North,Air,1065.9,2989.0,12.73,14,True,4374.33,3.81,2025-04,1.463
SHP01472,2025-08-21,East,Air,1715.6,215.8,14.01,14,False,6850.44,3.23,2025-08,31.744
SHP01473,2025-06-14,East,Road,317.9,123.1,11.54,24,True,281.01,4.97,2025-06,2.283
SHP01474,2025-12-15,Central,Road,279.7,337.5,11.34,24,True,279.5,4.63,2025-12,0.828
SHP01475,2025-11-20,North,Road,393.7,456.1,9.7,24,True,353.74,5.0,2025-11,0.776
SHP01476,2025-03-30,South,Rail,864.2,36.8,23.43,30,True,477.17,4.04,2025-03,12.967
SHP01477,2025-09-29,South,Rail,304.3,305.2,9.61,30,True,186.27,5.0,2025-09,0.61
SHP01478,2025-02-14,South,Air,2478.4,416.1,10.75,14,True,10118.95,4.03,2025-02,24.319
SHP01479,2025-05-30,Central,Road,427.8,1241.1,18.52,24,True,400.66,3.04,2025-05,0.323
SHP01480,2025-01-11,South,Road,498.9,417.5,19.85,24,True,394.62,3.27,2025-01,0.945
SHP01481,2025-02-28,Central,Air,1814.7,262.6,5.88,14,True,8091.51,4.61,2025-02,30.813
SHP01482,2025-02-14,North,Road,483.4,821.1,11.47,24,True,453.16,5.0,2025-02,0.552
SHP01483,2025-11-19,South,Sea,887.1,701.8,37.66,50,True,203.36,3.65,2025-11,0.29
SHP01484,2025-11-09,East,Road,474.9,198.0,15.89,24,True,390.26,4.37,2025-11,1.971
SHP01485,2025-05-15,West,Road,275.9,593.9,13.71,24,True,303.1,4.49,2025-05,0.51
SHP01486,2025-01-28,South,Air,2611.1,206.6,12.11,14,True,9648.42,4.5,2025-01,46.701
SHP01487,2025-05-03,East,Road,205.6,484.4,16.73,24,True,176.26,4.14,2025-05,0.364
SHP01488,2025-05-08,Central,Sea,875.0,261.1,52.43,50,False,256.47,4.04,2025-05,0.982
SHP01489,2025-03-12,South,Rail,278.7,110.0,26.49,30,True,151.78,4.63,2025-03,1.38
SHP01490,2025-09-04,North,Rail,577.6,685.8,20.9,30,True,328.23,3.97,2025-09,0.479
SHP01491,2025-05-03,West,Road,278.1,504.0,10.58,24,True,244.93,4.35,2025-05,0.486
SHP01492,2025-12-13,West,Sea,526.2,1290.4,33.7,50,True,173.46,4.95,2025-12,0.134
SHP01493,2025-04-30,South,Sea,1548.0,502.8,59.1,50,False,372.05,3.88,2025-04,0.74
SHP01494,2025-11-19,North,Road,371.1,990.6,17.85,24,True,340.71,4.45,2025-11,0.344
SHP01495,2025-03-09,Central,Road,571.4,144.2,22.15,24,True,577.72,3.62,2025-03,4.006
SHP01496,2025-10-08,West,Road,680.2,242.9,23.79,24,True,616.89,3.98,2025-10,2.54
SHP01497,2025-07-27,West,Rail,1098.3,311.3,29.14,30,True,594.49,4.07,2025-07,1.91
SHP01498,2025-01-10,South,Road,339.1,479.3,10.8,24,True,301.03,3.06,2025-01,0.628
SHP01499,2025-02-21,South,Sea,1688.4,1865.5,81.7,50,False,524.33,2.07,2025-02,0.281
SHP01500,2025-04-19,Central,Air,1647.5,441.7,22.17,14,False,6711.49,3.97,2025-04,15.195
SHP01501,2025-09-05,West,Air,2045.1,265.0,13.39,14,True,8147.73,4.25,2025-09,30.746
SHP01502,2025-08-05,West,Road,705.8,223.2,19.58,24,True,649.93,4.36,2025-08,2.912
SHP01503,2025-11-07,South,Road,273.0,1820.4,28.14,24,False,297.24,3.79,2025-11,0.163
SHP01504,2025-08-27,North,Rail,680.5,647.2,26.6,30,True,416.95,3.81,2025-08,0.644
SHP01505,2025-05-03,East,Road,413.0,595.0,15.73,24,True,381.29,4.85,2025-05,0.641
SHP01506,2025-07-20,West,Road,242.4,296.8,29.89,24,False,231.67,3.17,2025-07,0.781
SHP01507,2025-03-18,West,Sea,465.3,129.3,20.24,50,True,124.78,5.0,2025-03,0.965
SHP01508,2025-03-22,Central,Air,3587.6,357.4,14.99,14,False,13818.25,3.81,2025-03,38.663
SHP01509,2025-03-16,Central,Sea,481.5,130.1,41.64,50,True,119.66,4.51,2025-03,0.92
SHP01510,2025-09-05,North,Air,2702.1,537.3,11.68,14,True,10921.61,4.32,2025-09,20.327
SHP01511,2025-12-14,West,Road,310.8,100.2,27.02,24,False,269.81,3.41,2025-12,2.693
SHP01512,2025-12-07,South,Road,407.5,388.3,20.04,24,True,433.08,3.32,2025-12,1.115
SHP01513,2025-11-14,West,Road,194.0,624.0,18.03,24,True,186.96,4.75,2025-11,0.3
SHP01514,2025-05-17,Central,Rail,664.3,993.9,25.43,30,True,388.04,4.78,2025-05,0.39
SHP01515,2025-10-25,Central,Air,1783.9,864.6,8.74,14,True,8697.14,4.41,2025-10,10.059
SHP01516,2025-12-10,South,Road,280.0,219.2,22.06,24,True,278.41,3.28,2025-12,1.27
SHP01517,2025-06-29,Central,Road,237.8,1092.1,17.48,24,True,243.94,4.13,2025-06,0.223
SHP01518,2025-08-07,North,Road,735.3,535.5,37.66,24,False,602.44,2.72,2025-08,1.125
SHP01519,2025-05-12,North,Road,240.2,185.2,11.73,24,True,217.81,4.84,2025-05,1.176
SHP01520,2025-08-28,South,Road,420.1,333.7,13.01,24,True,381.06,4.53,2025-08,1.142
SHP01521,2025-07-07,East,Road,510.7,56.6,15.89,24,True,433.56,3.43,2025-07,7.66
SHP01522,2025-02-19,Central,Road,456.8,366.7,27.03,24,False,450.78,3.65,2025-02,1.229
SHP01523,2025-12-16,Central,Road,805.9,899.5,37.25,24,False,778.15,2.36,2025-12,0.865
SHP01524,2025-01-17,South,Rail,214.3,606.6,19.41,30,True,128.97,4.44,2025-01,0.213
SHP01525,2025-10-21,South,Road,184.1,69.0,21.07,24,True,182.03,4.8,2025-10,2.638
SHP01526,2025-12-01,South,Sea,319.5,1288.7,18.02,50,True,113.03,4.87,2025-12,0.088
SHP01527,2025-03-20,East,Road,666.0,1582.6,18.7,24,True,753.67,3.6,2025-03,0.476
SHP01528,2025-08-26,North,Sea,654.9,240.5,34.6,50,True,177.02,4.47,2025-08,0.736
SHP01529,2025-10-21,East,Road,931.0,320.4,33.13,24,False,880.3,2.64,2025-10,2.748
SHP01530,2025-08-29,West,Road,186.3,121.0,33.62,24,False,171.26,3.38,2025-08,1.415
SHP01531,2025-08-31,Central,Road,624.2,227.2,20.55,24,True,598.79,4.23,2025-08,2.636
SHP01532,2025-10-16,West,Road,201.1,119.3,27.86,24,False,152.42,4.06,2025-10,1.278
SHP01533,2025-10-28,South,Sea,564.6,570.9,30.22,50,True,154.25,4.32,2025-10,0.27
SHP01534,2025-09-04,West,Road,419.9,542.9,15.62,24,True,423.87,3.76,2025-09,0.781
SHP01535,2025-02-13,South,Rail,421.2,186.1,25.02,30,True,245.03,4.49,2025-02,1.317
SHP01536,2025-09-18,South,Rail,813.3,149.1,34.59,30,False,498.95,3.2,2025-09,3.346
SHP01537,2025-07-22,South,Road,1136.7,405.6,33.1,24,False,933.67,3.82,2025-07,2.302
SHP01538,2025-06-22,West,Road,333.1,204.5,23.98,24,True,333.46,4.17,2025-06,1.631
SHP01539,2025-03-13,Central,Road,217.5,179.9,17.08,24,True,235.81,3.74,2025-03,1.311
SHP01540,2025-04-24,North,Road,351.3,43.3,21.27,24,True,318.42,4.27,2025-04,7.354
SHP01541,2025-01-16,East,Air,1794.7,227.4,7.38,14,True,7612.99,3.75,2025-01,33.478
SHP01542,2025-03-16,West,Rail,857.3,691.0,30.06,30,False,533.24,3.79,2025-03,0.772
SHP01543,2025-10-25,East,Road,384.1,1189.1,21.16,24,True,355.55,4.03,2025-10,0.299
SHP01544,2025-12-28,Central,Road,184.3,550.0,20.04,24,True,181.8,4.52,2025-12,0.331
SHP01545,2025-02-17,Central,Road,230.8,4674.1,22.65,24,True,307.67,4.1,2025-02,0.066
SHP01546,2025-11-02,North,Road,919.3,419.7,27.26,24,False,803.69,3.0,2025-11,1.915
SHP01547,2025-02-20,North,Road,217.1,223.1,27.24,24,False,197.44,3.81,2025-02,0.885
SHP01548,2025-03-01,West,Sea,486.3,732.1,54.34,50,False,154.88,2.57,2025-03,0.212
SHP01549,2025-05-27,East,Sea,458.5,1802.8,16.35,50,True,194.11,4.05,2025-05,0.108
SHP01550,2025-03-10,West,Sea,773.2,618.3,64.84,50,False,204.92,2.83,2025-03,0.331
SHP01551,2025-02-25,East,Air,2021.6,262.3,23.34,14,False,8784.27,3.15,2025-02,33.489
SHP01552,2025-09-15,North,Road,246.5,254.7,9.4,24,True,208.82,4.55,2025-09,0.82
SHP01553,2025-03-17,Central,Road,669.1,286.3,22.68,24,True,617.55,3.99,2025-03,2.157
SHP01554,2025-05-11,West,Road,771.6,848.1,21.59,24,True,700.74,4.22,2025-05,0.826
SHP01555,2025-07-17,North,Road,575.2,1223.4,20.13,24,True,530.28,3.29,2025-07,0.433
SHP01556,2025-09-01,Central,Rail,623.4,249.3,25.3,30,True,377.22,4.36,2025-09,1.513
SHP01557,2025-05-25,West,Sea,457.5,773.9,18.14,50,True,133.1,4.96,2025-05,0.172
SHP01558,2025-05-29,East,Road,503.5,704.3,29.32,24,False,519.69,3.48,2025-05,0.738
SHP01559,2025-09-01,West,Sea,806.7,1421.0,46.97,50,True,248.54,4.38,2025-09,0.175
SHP01560,2025-10-13,South,Road,174.3,884.5,17.69,24,True,196.95,3.59,2025-10,0.223
SHP01561,2025-05-07,South,Road,311.8,1150.1,27.24,24,False,344.12,2.65,2025-05,0.299
SHP01562,2025-10-13,North,Rail,795.0,122.4,25.66,30,True,457.87,4.1,2025-10,3.741
SHP01563,2025-03-08,North,Road,549.2,89.4,16.41,24,True,474.79,4.58,2025-03,5.311
SHP01564,2025-03-19,West,Road,630.4,1019.7,30.38,24,False,626.29,4.0,2025-03,0.614
SHP01565,2025-09-21,Central,Road,415.5,485.7,17.62,24,True,390.53,4.22,2025-09,0.804
SHP01566,2025-02-18,Central,Rail,920.7,768.7,28.94,30,True,601.43,4.05,2025-02,0.782
SHP01567,2025-03-23,East,Road,411.2,1047.1,10.47,24,True,401.2,5.0,2025-03,0.383
SHP01568,2025-06-10,North,Road,514.7,579.4,20.86,24,True,486.58,3.93,2025-06,0.84
SHP01569,2025-02-05,South,Road,797.6,323.2,29.38,24,False,700.5,3.02,2025-02,2.167
SHP01570,2025-03-28,East,Sea,288.4,440.6,38.24,50,True,93.58,3.12,2025-03,0.212
SHP01571,2025-03-26,North,Road,326.0,331.1,23.67,24,True,292.27,4.09,2025-03,0.883
SHP01572,2025-05-11,South,Road,244.7,336.8,9.82,24,True,223.35,5.0,2025-05,0.663
SHP01573,2025-07-05,West,Sea,564.0,296.2,35.15,50,True,146.32,4.91,2025-07,0.494
SHP01574,2025-09-07,West,Road,165.8,247.7,15.86,24,True,153.65,3.7,2025-09,0.62
SHP01575,2025-10-14,South,Sea,632.6,1068.2,54.92,50,False,180.7,2.62,2025-10,0.169
SHP01576,2025-05-23,North,Road,747.0,1623.9,25.41,24,False,761.58,3.08,2025-05,0.469
SHP01577,2025-05-08,West,Air,771.6,825.1,16.5,14,False,3485.93,3.2,2025-05,4.225
SHP01578,2025-06-03,West,Road,230.7,344.1,9.81,24,True,211.6,4.51,2025-06,0.615
SHP01579,2025-02-08,West,Road,548.2,600.0,14.85,24,True,577.08,3.66,2025-02,0.962
SHP01580,2025-05-09,North,Road,565.0,303.4,18.77,24,True,535.03,4.08,2025-05,1.763
SHP01581,2025-09-29,South,Rail,321.4,900.8,12.58,30,True,186.72,4.46,2025-09,0.207
SHP01582,2025-05-19,Central,Rail,983.3,845.0,32.97,30,False,641.14,3.27,2025-05,0.759
SHP01583,2025-09-19,North,Road,489.9,322.5,18.0,24,True,455.16,4.83,2025-09,1.411
SHP01584,2025-09-16,North,Rail,443.4,684.7,26.61,30,True,268.82,3.61,2025-09,0.393
SHP01585,2025-04-27,North,Rail,400.9,164.9,28.02,30,True,241.36,3.14,2025-04,1.464
SHP01586,2025-01-30,South,Sea,290.8,143.1,16.03,50,True,82.57,5.0,2025-01,0.577
SHP01587,2025-08-31,North,Road,695.5,154.0,21.86,24,True,725.72,3.41,2025-08,4.712
SHP01588,2025-09-11,Central,Road,776.3,383.1,32.82,24,False,739.01,3.63,2025-09,1.929
SHP01589,2025-05-25,East,Road,714.4,556.9,37.18,24,False,584.34,3.16,2025-05,1.049
SHP01590,2025-09-06,North,Road,388.9,444.1,14.87,24,True,378.77,5.0,2025-09,0.853
SHP01591,2025-03-19,South,Rail,1098.6,63.5,25.89,30,True,623.73,4.53,2025-03,9.823
SHP01592,2025-12-18,West,Rail,791.6,187.6,37.3,30,False,516.46,3.26,2025-12,2.753
SHP01593,2025-12-08,South,Road,142.9,268.1,21.45,24,True,133.75,2.24,2025-12,0.499
SHP01594,2025-10-14,East,Road,307.9,36.2,9.01,24,True,279.37,4.4,2025-10,7.717
SHP01595,2025-05-01,Central,Rail,769.3,676.1,25.39,30,True,447.2,3.67,2025-05,0.661
SHP01596,2025-01-26,South,Road,1035.5,535.2,29.84,24,False,847.04,2.45,2025-01,1.583
SHP01597,2025-01-15,West,Road,434.3,2130.4,13.32,24,True,463.17,4.11,2025-01,0.217
SHP01598,2025-10-31,North,Rail,746.9,122.7,31.34,30,False,404.41,3.47,2025-10,3.296
SHP01599,2025-10-13,East,Rail,406.7,1015.5,9.6,30,True,255.12,5.0,2025-10,0.251
SHP01600,2025-07-30,South,Air,1866.2,414.3,10.4,14,True,6707.5,3.8,2025-07,16.19
SHP01601,2025-04-04,West,Road,182.2,535.3,18.1,24,True,182.73,4.24,2025-04,0.341
SHP01602,2025-12-19,Central,Road,503.6,418.2,14.48,24,True,472.84,4.08,2025-12,1.131
SHP01603,2025-06-04,North,Rail,929.9,353.1,21.5,30,True,526.83,3.33,2025-06,1.492
